"№";"ИНН";"ОГРН";"Название";"Страна";"Регион";"Населенный Пункт";"Индекс";"Адрес";"Раздел";"Подраздел";"Рубрика";"Ключевое слово";"Телефоны";"Сотовый";"Метро (Остановка)";"Email";"Сайт";"Vk.com";"Twitter.com";"Facebook.com";"Instagram.com";"X";"Y";"Дополнительно";"Время Работы"
"1808718774";"";"";"Межмуниципальный Алейский отдел Управления Росреестра по Алтайскому краю";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 100А, Алейск";"Государство";"Органы законодательной и исполнительной власти";"Регистрационная палата";"";"8 (800) 100-34-34";"";"";"kiryanovaka@fgbu.rosreestr.ru,  inter-dep@rosreestr.ru,  smev_egrn@rosreestr.ru,  00_ozil1@rosreestr.ru,  00_uddfrs1@rosreestr.ru,  31_upr@rosreestr.ru,  press@rosreestr.ru,  press77rosreestr@yandex.ru,  fgu31@u31.rosreestr.ru,  32_upr@rosreestr.ru";"https://lk.rosreestr.ru/";"пн-чт 8:00–17:00, перерыв 12:00–12:48, пт 8:00–16:00, перерыв 12:00–12:48";"";"";"https://vk.com/rosreestr_ru";"";"";"";"Регистрационная палата"
"1392339089";"";"";"Росреестр, Межмуниципальный Алейский отдел";"Россия";"Алтайский край";"Алейск";"658133";"Советская ул., 7А, Алейск, Россия";"Государство";"Органы законодательной и исполнительной власти";"Регистрационная палата";"";"8 (800) 100-34-34";"";"";"kiryanovaka@fgbu.rosreestr.ru,  inter-dep@rosreestr.ru,  smev_egrn@rosreestr.ru,  00_ozil1@rosreestr.ru,  00_uddfrs1@rosreestr.ru,  31_upr@rosreestr.ru,  press@rosreestr.ru,  press77rosreestr@yandex.ru,  fgu31@u31.rosreestr.ru,  32_upr@rosreestr.ru";"";"https://vk.com/rosreestr_ru";"https://twitter.com/rosreestr_info";"https://www.facebook.com/rosreestr.ru";"";"82.792213";"52.501751";"";"вт 8:00–17:00, ср 9:00–18:00, чт 9:00–20:00, пт 9:00–16:00, сб 9:00–13:00"
"42472785686";"";"";"Филиал ФГБУ ФКП Росреестра по Алтайскому краю";"Россия";"Алтайский край";"Алейск";"658133";"Советская ул., 7А, Алейск";"Государство";"Органы законодательной и исполнительной власти";"Регистрационная палата";"";"+7 (38553) 2-12-69";"";"";"";"";"";"";"";"";"82.792213";"52.501751";"";"пн-пт 8:00–17:00"
"69098688463";"";"";"Алейское Городское Собрание Депутатов Алтайского края";"Россия";"Алтайский край";"Алейск";"658130";"ул. Сердюка, 97, Алейск, Россия";"Государство";"Органы законодательной и исполнительной власти";"Совет депутатов";"";"+7 (38553) 2-17-04";"";"";"aladmin@mail.ru";"";"";"";"";"";"82.776827";"52.494245";"";"пн 8:30–17:30, перерыв 13:00–14:00, вт 8:30–18:30, перерыв 13:00–14:00, ср,чт 8:30–17:30, перерыв 13:00–14:00, пт 8:30–16:30, перерыв 13:00–14:00"
"1235628699";"";"";"Вневедомственная охрана Росгвардии";"Россия";"Алтайский край";"Алейск";"658130";"Первомайская ул., 78, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Вневедомственная охрана";"";"+7 (38553) 4-31-97, +7 (38553) 4-31-96";"";"";"ohrana.uvo@mail.ru,  movo.berezniki@yandex.ru,  buhovoveresh@mail.ru,  ovodobr@gmail.ru,  ovokrakam@mail.ru,  movo_kungur@mail.ru,  movokudymkar@mail.ru,  ovolisva@yandex.ru,  ovoosa@mail.ru,  ovoocher@mail.ru";"";"";"";"";"";"82.780822";"52.494065";"";"пн-пт 9:00–18:00"
"116903028724";"";"";"Военный комиссариат Алейского и Шипуновского районов";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 102, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Военкомат";"";"+7 (38553) 2-24-35";"";"";"";"";"";"";"";"";"82.777624";"52.498576";"";"пн-чт 8:00–17:00, перерыв 13:00–14:00, пт 8:00–16:00, перерыв 13:00–14:00"
"110683747760";"";"";"Межрайонная ИФНС России № 10 по Алтайскому краю";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 57, Алейск, Россия";"Государство";"Инспекции, комиссии, контрольные органы";"Инспекция";"";"8 (800) 222-22-22, +7 (38553) 2-30-84, +7 (38553) 2-61-21";"";"";"transferpricing@nalog.ru,  office@nalog.ru,  mns11054@nalog.ru,  mns11714@nalog.ru,  mns10117@nalog.ru,  opendata@nalog.ru,  webmaster@nalog.ru";"https://www.nalog.ru/";"https://vk.com/nalog__ru";"https://twitter.com/nalog__ru";"https://www.facebook.com/nalog.ru/";"";"82.773217";"52.501083";"";"пн-пт 8:00–17:00, перерыв 12:00–12:48"
"110683747760";"";"";"Межрайонная ИФНС России № 10 по Алтайскому краю";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 57, Алейск, Россия";"Государство";"Правоохранительные органы и силовые структуры";"Налоговая инспекция";"";"8 (800) 222-22-22, +7 (38553) 2-30-84, +7 (38553) 2-61-21";"";"";"transferpricing@nalog.ru,  office@nalog.ru,  mns11054@nalog.ru,  mns11714@nalog.ru,  mns10117@nalog.ru,  opendata@nalog.ru,  webmaster@nalog.ru";"https://www.nalog.ru/";"https://vk.com/nalog__ru";"https://twitter.com/nalog__ru";"https://www.facebook.com/nalog.ru/";"";"82.773217";"52.501083";"";"пн-пт 8:00–17:00, перерыв 12:00–12:48"
"1140641674";"";"";"МО МВД России Алейский";"Россия";"Алтайский край";"Алейск";"658130";"Первомайская ул., 78, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Отделение полиции";"";"+7 (38553) 2-13-33, +7 (38553) 4-37-01, +7 (38553) 2-23-33, +7 (38553) 4-37-67, +7 (38553) 4-37-11, +7 (38553) 4-37-65, +7 (38553) 4-37-06, +7 (38553) 4-37-48, +7 (38553) 4-37-49, +7 (38553) 4-37-51";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"http://22.mvd.ru/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.780245";"52.493602";"";"ежедневно, круглосуточно"
"1140641674";"";"";"МО МВД России Алейский";"Россия";"Алтайский край";"Алейск";"658130";"Первомайская ул., 78, Алейск";"Прочее";"Прочее";"Ли";"";"+7 (38553) 2-13-33, +7 (38553) 4-37-01, +7 (38553) 2-23-33, +7 (38553) 4-37-67, +7 (38553) 4-37-11, +7 (38553) 4-37-65, +7 (38553) 4-37-06, +7 (38553) 4-37-48, +7 (38553) 4-37-49, +7 (38553) 4-37-51";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"http://22.mvd.ru/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.780245";"52.493602";"";"ежедневно, круглосуточно"
"1302911860";"";"";"Участковый пункт полиции";"Россия";"Алтайский край";"Алейск";"658136";"ул. Ширшова, 2Б, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Отделение полиции";"";"+7 (38553) 4-32-81, +7 (38553) 4-37-49";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"https://мвд.рф/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.756128";"52.497809";"";"вт 10:00–12:00, ср 18:00–20:00, сб 10:00–12:00"
"1302911860";"";"";"Участковый пункт полиции";"Россия";"Алтайский край";"Алейск";"658136";"ул. Ширшова, 2Б, Алейск";"Прочее";"Прочее";"Ли";"";"+7 (38553) 4-32-81, +7 (38553) 4-37-49";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"https://мвд.рф/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.756128";"52.497809";"";"вт 10:00–12:00, ср 18:00–20:00, сб 10:00–12:00"
"136845711677";"";"";"Участковый пункт полиции";"Россия";"Алтайский край";"Алейск";"658131";"ул. Давыдова, 185, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Отделение полиции";"";"+7 (38553) 4-32-71, +7 (38553) 4-37-51, +7 (38553) 2-28-23";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"https://мвд.рф/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.78932";"52.491558";"";"пн 10:00–12:00, ср 19:00–21:00, сб 10:00–12:00"
"136845711677";"";"";"Участковый пункт полиции";"Россия";"Алтайский край";"Алейск";"658131";"ул. Давыдова, 185, Алейск";"Прочее";"Прочее";"Ли";"";"+7 (38553) 4-32-71, +7 (38553) 4-37-51, +7 (38553) 2-28-23";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"https://мвд.рф/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.78932";"52.491558";"";"пн 10:00–12:00, ср 19:00–21:00, сб 10:00–12:00"
"1745621469";"";"";"Участковый пункт полиции";"Россия";"Алтайский край";"Алейск";"658131";"Алтайская ул., 23, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Отделение полиции";"";"+7 (38550) 2-42-36";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"http://22.mvd.ru/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.805014";"52.500035";"";""
"1745621469";"";"";"Участковый пункт полиции";"Россия";"Алтайский край";"Алейск";"658131";"Алтайская ул., 23, Алейск";"Прочее";"Прочее";"Ли";"";"+7 (38550) 2-42-36";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"http://22.mvd.ru/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.805014";"52.500035";"";""
"174115380306";"";"";"Участковый пункт полиции";"Россия";"Алтайский край";"Алейск";"658130";"Первомайская ул., 78, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Отделение полиции";"";"+7 (38553) 4-37-51, +7 (38553) 4-37-48, +7 (38553) 4-37-49, +7 (38553) 4-37-47";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"https://мвд.рф/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.780212";"52.49368";"";"пн 10:00–12:00, чт 18:00–20:00, сб 10:00–12:00"
"174115380306";"";"";"Участковый пункт полиции";"Россия";"Алтайский край";"Алейск";"658130";"Первомайская ул., 78, Алейск";"Прочее";"Прочее";"Ли";"";"+7 (38553) 4-37-51, +7 (38553) 4-37-48, +7 (38553) 4-37-49, +7 (38553) 4-37-47";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"https://мвд.рф/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.780212";"52.49368";"";"пн 10:00–12:00, чт 18:00–20:00, сб 10:00–12:00"
"112508203630";"";"";"Участковый пункт полиции";"Россия";"Алтайский край";"Алейск";"";"Советская ул., 1, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Отделение полиции";"";"+7 (38553) 4-37-49";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"https://мвд.рф/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.795267";"52.503494";"";"вт,сб 10:00–12:00"
"112508203630";"";"";"Участковый пункт полиции";"Россия";"Алтайский край";"Алейск";"";"Советская ул., 1, Алейск";"Прочее";"Прочее";"Ли";"";"+7 (38553) 4-37-49";"";"";"antikorr_mvd@mvd.ru,  antikorr_mvd@mvd.gov.ru,  pr@mvd.gov.ru,  1607a2a47f9d41759563b1445574be1c@s.tech.mvd.ru,  webmaster@gov.ru,  pochta@example.com";"https://мвд.рф/";"http://vk.com/mvd";"https://twitter.com/mvd_official";"https://www.facebook.com/mvd.official";"";"82.795267";"52.503494";"";"вт,сб 10:00–12:00"
"117015796013";"";"";"ФГКУ 7 отряд ФПС по Алтайскому краю";"Россия";"Алтайский край";"Алейск";"658130";"ул. Сердюка, 164, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Пожарные части и службы";"";"+7 (38553) 2-44-21, +7 (38553) 2-00-01, +7 (38553) 2-12-01, +7 (38553) 2-11-01, +7 (38553) 2-30-01";"";"";"";"";"";"";"";"";"82.748645";"52.48327";"";"пн-пт 8:00–17:00, перерыв 12:00–13:00"
"33908949787";"";"";"Прокурорский участок военной прокуратуры Барнаульского гарнизона";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 71, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Прокуратура";"";"+7 (38553) 2-27-53";"";"";"press@gvp.gov.ru,  mamontov@gvp.gov.ru";"http://gvp.gov.ru/";"";"";"";"";"82.771192";"52.499843";"";""
"60629975466";"";"";"Алейская межрайонная прокуратура";"Россия";"Алтайский край";"Алейск";"";"Первомайская ул., 86, Алейск, Россия";"Государство";"Правоохранительные органы и силовые структуры";"Прокуратура";"";"+7 (38553) 2-23-86";"";"";"businesspravo@genproc.gov.ru,  ideagr@genproc.gov.ru,  press@gvp.gov.ru,  mamontov@gvp.gov.ru,  press@gvp.rsnet.ru,  iap2013@genproc.gov.ru,  iap2013@it-systems.ru,  iapsochi2015@genproc.gov.ru";"http://www.prok-altai.ru/structure/aleyskaja_megrayonnaja_p.html";"https://vk.com/genprocrf";"https://twitter.com/Genproc";"https://www.facebook.com/genprocrf/";"https://ok.ru/genprocrf";"82.778799";"52.492513";"";"пн-пт 9:00–18:00"
"13202004915";"";"";"Военная прокуратура";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 60А, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Прокуратура";"";"";"";"";"businesspravo@genproc.gov.ru,  ideagr@genproc.gov.ru,  press@gvp.gov.ru,  mamontov@gvp.gov.ru,  press@gvp.rsnet.ru,  iap2013@genproc.gov.ru,  iap2013@it-systems.ru,  iapsochi2015@genproc.gov.ru";"http://www.genproc.gov.ru/";"https://vk.com/genprocrf";"https://twitter.com/Genproc";"https://www.facebook.com/genprocrf/";"https://ok.ru/genprocrf";"82.768299";"52.499411";"";""
"126169330842";"";"";"Прокурорский участок военной прокуратуры Барнаульского гарнизона";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 60А, Алейск, Россия";"Государство";"Правоохранительные органы и силовые структуры";"Прокуратура";"";"+7 (38553) 2-27-53";"";"";"press@gvp.gov.ru,  mamontov@gvp.gov.ru";"http://gvp.gov.ru/";"";"";"";"";"82.768345";"52.49941";"";""
"1183082649";"";"";"Со г. Алейска ВСО СК России по Барнаульскому гарнизону";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 60А, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Следственный комитет";"";"+7 (38553) 2-19-25";"";"";"centrpk@centrpk72.ru";"http://gvsu.gov.ru/";"";"";"";"";"82.768345";"52.49941";"";"пн-пт 9:00–19:00, перерыв 13:00–15:00"
"20094885424";"";"";"Алейский межрайонный следственный отдел";"Россия";"Алтайский край";"Алейск";"";"Железнодорожная ул., 26, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Следственный комитет";"";"+7 (38553) 2-02-37";"";"";"suskvol@35.sledcom.ru";"http://altai-krai.sledcom.ru/about/divisions/item/854196";"";"";"";"";"82.787605";"52.493779";"";""
"42175319795";"";"";"Алейский городской суд";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 98, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Суд";"";"+7 (38553) 2-50-30";"";"";"aleysky.alt@sudrf.ru";"http://aleysky.alt.sudrf.ru/";"";"";"";"";"82.778198";"52.494073";"";"пн-чт 8:00–17:00, перерыв 12:00–12:48, пт 8:00–16:00, перерыв 12:00–12:48"
"1709509879";"";"";"Алейский МОСП";"Россия";"Алтайский край";"Алейск";"";"ул. Сердюка, 104, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Суд";"";"8 (800) 250-39-32, +7 (38553) 2-66-06, +7 (38553) 2-47-99";"";"";"admin@fssprus.ru";"http://www.r22.fssprus.ru/";"http://vk.com/news_fssprus_ru";"http://twitter.com/fssp_rus";"http://www.facebook.com/fsspinfo";"";"82.772463";"52.492028";"";"вт 9:00–15:00, чт 14:00–18:00"
"1709509879";"";"";"Алейский МОСП";"Россия";"Алтайский край";"Алейск";"";"ул. Сердюка, 104, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Судебные приставы";"";"8 (800) 250-39-32, +7 (38553) 2-66-06, +7 (38553) 2-47-99";"";"";"admin@fssprus.ru";"http://www.r22.fssprus.ru/";"http://vk.com/news_fssprus_ru";"http://twitter.com/fssp_rus";"http://www.facebook.com/fsspinfo";"";"82.772463";"52.492028";"";"вт 9:00–15:00, чт 14:00–18:00"
"53361193823";"";"";"Уголовная инспекция г. Алейска и Алейского района управление УФСИН России по Алейскому району";"Россия";"Алтайский край";"Алейск";"";"Ульяновский пер., 9, Алейск";"Государство";"Правоохранительные органы и силовые структуры";"Управление исполнения наказаний";"";"+7 (38553) 2-07-54";"";"";"";"";"";"";"";"";"82.767438";"52.487023";"";"пн-чт 9:00–18:00, пт 9:00–17:00"
"120618599743";"";"";"Бункер";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Компьютеры и интернет";"Интернет";"Интернет-кафе";"";"";"";"";"";"";"";"";"";"";"82.772532";"52.494354";"";"ежедневно, 8:00–21:00"
"120618599743";"";"";"Бункер";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Отдых и туризм";"Кафе";"Кафе";"";"";"";"";"";"";"";"";"";"";"82.772532";"52.494354";"";"ежедневно, 8:00–21:00"
"155603027882";"";"";"Фарм Дисконт";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 146, Алейск";"Компьютеры и интернет";"Интернет";"Интернет-магазин";"";"8 (800) 550-77-32";"+7 (923) 776-13-94";"";"";"https://apteka22.ru/";"";"";"";"";"82.771839";"52.496592";"";"ежедневно, 8:00–21:00"
"155603027882";"";"";"Фарм Дисконт";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 146, Алейск";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"8 (800) 550-77-32";"+7 (923) 776-13-94";"";"";"https://apteka22.ru/";"";"";"";"";"82.771839";"52.496592";"";"ежедневно, 8:00–21:00"
"155603027882";"";"";"Фарм Дисконт";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 146, Алейск";"Компьютеры и интернет";"Интернет";"Интернет-магазин";"";"8 (800) 550-77-32";"+7 (923) 776-13-94";"";"";"https://apteka22.ru/";"";"";"";"";"82.771839";"52.496592";"";"ежедневно, 8:00–21:00"
"20895619691";"";"";"Алейск Медиа";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 120, Алейск";"Компьютеры и интернет";"Интернет";"Интернет-маркетинг";"";"";"";"";"";"";"";"";"";"";"82.774822";"52.498543";"";"пн-пт 9:00–16:00, перерыв 12:00–13:00"
"20895619691";"";"";"Алейск Медиа";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 120, Алейск";"Компьютеры и интернет";"Интернет";"Интернет-маркетинг";"";"";"";"";"";"";"";"";"";"";"82.774822";"52.498543";"";"пн-пт 9:00–16:00, перерыв 12:00–13:00"
"20895619691";"";"";"Алейск Медиа";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 120, Алейск";"Прочее";"Прочее";"Рекламная продукция";"";"";"";"";"";"";"";"";"";"";"82.774822";"52.498543";"";"пн-пт 9:00–16:00, перерыв 12:00–13:00"
"20895619691";"";"";"Алейск Медиа";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 120, Алейск";"Прочее";"Прочее";"Рекламное агентство";"";"";"";"";"";"";"";"";"";"";"82.774822";"52.498543";"";"пн-пт 9:00–16:00, перерыв 12:00–13:00"
"20895619691";"";"";"Алейск Медиа";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 120, Алейск";"Прочее";"Прочее";"Рекламная продукция";"";"";"";"";"";"";"";"";"";"";"82.774822";"52.498543";"";"пн-пт 9:00–16:00, перерыв 12:00–13:00"
"20895619691";"";"";"Алейск Медиа";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 120, Алейск";"Прочее";"Прочее";"Рекламное агентство";"";"";"";"";"";"";"";"";"";"";"82.774822";"52.498543";"";"пн-пт 9:00–16:00, перерыв 12:00–13:00"
"1316243749";"";"";"Медиа Дизайн";"Россия";"Алтайский край";"Алейск";"658138";"ул. Мира, 33, Алейск";"Компьютеры и интернет";"Интернет";"Интернет-маркетинг";"";"+7 (3852) 60-23-81";"";"";"example@example.com";"http://naifcom.ru/";"";"";"";"";"82.753619";"52.462134";"";"пн-пт 8:00–17:00"
"1316243749";"";"";"Медиа Дизайн";"Россия";"Алтайский край";"Алейск";"658138";"ул. Мира, 33, Алейск";"Компьютеры и интернет";"Интернет";"Студия веб-дизайна";"";"+7 (3852) 60-23-81";"";"";"example@example.com";"http://naifcom.ru/";"";"";"";"";"82.753619";"52.462134";"";"пн-пт 8:00–17:00"
"1316243749";"";"";"Медиа Дизайн";"Россия";"Алтайский край";"Алейск";"658138";"ул. Мира, 33, Алейск";"Компьютеры и интернет";"Интернет";"Интернет-маркетинг";"";"+7 (3852) 60-23-81";"";"";"example@example.com";"http://naifcom.ru/";"";"";"";"";"82.753619";"52.462134";"";"пн-пт 8:00–17:00"
"1316243749";"";"";"Медиа Дизайн";"Россия";"Алтайский край";"Алейск";"658138";"ул. Мира, 33, Алейск";"Прочее";"Прочее";"Рекламное агентство";"";"+7 (3852) 60-23-81";"";"";"example@example.com";"http://naifcom.ru/";"";"";"";"";"82.753619";"52.462134";"";"пн-пт 8:00–17:00"
"1316243749";"";"";"Медиа Дизайн";"Россия";"Алтайский край";"Алейск";"658138";"ул. Мира, 33, Алейск";"Прочее";"Прочее";"Рекламное агентство";"";"+7 (3852) 60-23-81";"";"";"example@example.com";"http://naifcom.ru/";"";"";"";"";"82.753619";"52.462134";"";"пн-пт 8:00–17:00"
"1233921461";"";"";"Ростелеком";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 106, Алейск, Россия";"Компьютеры и интернет";"Интернет";"Интернет-провайдер";"";"8 (800) 100-08-00";"";"";"onlime@rt.ru";"https://rt.ru/";"https://vk.com/rostelecom";"https://twitter.com/rostelecom_news";"https://www.facebook.com/Rostelecom.Official";"https://ok.ru/rostelecom.official";"82.77673";"52.497908";"";"пн-пт 8:00–17:00"
"1233921461";"";"";"Ростелеком";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 106, Алейск, Россия";"Телекоммуникации и связь";"Предприятия связи";"Телекоммуникационная компания";"";"8 (800) 100-08-00";"";"";"onlime@rt.ru";"https://rt.ru/";"https://vk.com/rostelecom";"https://twitter.com/rostelecom_news";"https://www.facebook.com/Rostelecom.Official";"https://ok.ru/rostelecom.official";"82.77673";"52.497908";"";"пн-пт 8:00–17:00"
"1233921461";"";"";"Ростелеком";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 106, Алейск, Россия";"Услуги";"Бытовые услуги";"Кабельное телевидение";"";"8 (800) 100-08-00";"";"";"onlime@rt.ru";"https://rt.ru/";"https://vk.com/rostelecom";"https://twitter.com/rostelecom_news";"https://www.facebook.com/Rostelecom.Official";"https://ok.ru/rostelecom.official";"82.77673";"52.497908";"";"пн-пт 8:00–17:00"
"114575580350";"";"";"Ростелеком";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 117, Алейск";"Компьютеры и интернет";"Интернет";"Интернет-провайдер";"";"";"";"";"";"";"";"";"";"";"82.77596";"52.498325";"";""
"114575580350";"";"";"Ростелеком";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 117, Алейск";"Услуги";"Бытовые услуги";"Кабельное телевидение";"";"";"";"";"";"";"";"";"";"";"82.77596";"52.498325";"";""
"234149286652";"";"";"Дианэт";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 100А, Алейск";"Компьютеры и интернет";"Интернет";"Интернет-провайдер";"";"+7 (38553) 4-34-34, +7 (38553) 4-33-33";"";"";"dianet@dianet.ru";"https://dianet.ru/";"https://vk.com/dianet_ru";"";"";"";"82.778074";"52.494607";"";"пн-чт 8:30–18:00, перерыв 13:00–14:00, пт 9:00–17:00, перерыв 13:00–14:00"
"75040732057";"";"";"ТТК";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 97, Алейск";"Компьютеры и интернет";"Интернет";"Интернет-провайдер";"";"8 (800) 775-07-75, 8 (800) 775-00-15";"";"";"sales@zs.ttk.ru";"https://ttk.ru/";"https://vk.com/ttk";"https://twitter.com/ttk_ru";"https://www.facebook.com/ttk.rus";"https://ok.ru/ttk";"82.776043";"52.496959";"";"пн-пт 9:00–18:00, перерыв 13:00–14:00"
"75040732057";"";"";"ТТК";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 97, Алейск";"Телекоммуникации и связь";"Предприятия связи";"Телекоммуникационная компания";"";"8 (800) 775-07-75, 8 (800) 775-00-15";"";"";"sales@zs.ttk.ru";"https://ttk.ru/";"https://vk.com/ttk";"https://twitter.com/ttk_ru";"https://www.facebook.com/ttk.rus";"https://ok.ru/ttk";"82.776043";"52.496959";"";"пн-пт 9:00–18:00, перерыв 13:00–14:00"
"75040732057";"";"";"ТТК";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 97, Алейск";"Услуги";"Бытовые услуги";"Кабельное телевидение";"";"8 (800) 775-07-75, 8 (800) 775-00-15";"";"";"sales@zs.ttk.ru";"https://ttk.ru/";"https://vk.com/ttk";"https://twitter.com/ttk_ru";"https://www.facebook.com/ttk.rus";"https://ok.ru/ttk";"82.776043";"52.496959";"";"пн-пт 9:00–18:00, перерыв 13:00–14:00"
